"AUXLR158.Code.or.Value","AUXLR158.Value.Description","AUXLR158.Count","AUXLR158.Cumulative","AUXLR158.Skip.to.Item"
"-35 to 83","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
