"DXXPT22Y.Code.or.Value","DXXPT22Y.Value.Description","DXXPT22Y.Count","DXXPT22Y.Cumulative","DXXPT22Y.Skip.to.Item"
"109.1 to 295.9","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
