"DXXPT88X.Code.or.Value","DXXPT88X.Value.Description","DXXPT88X.Count","DXXPT88X.Cumulative","DXXPT88X.Skip.to.Item"
"489.8 to 1071.9","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
