"DXXPT55Y.Code.or.Value","DXXPT55Y.Value.Description","DXXPT55Y.Count","DXXPT55Y.Cumulative","DXXPT55Y.Skip.to.Item"
"38.5 to 222.4","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
