"DXXPT93Y.Code.or.Value","DXXPT93Y.Value.Description","DXXPT93Y.Count","DXXPT93Y.Cumulative","DXXPT93Y.Skip.to.Item"
"92.3 to 283.7","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
