"DXXPT70X.Code.or.Value","DXXPT70X.Value.Description","DXXPT70X.Count","DXXPT70X.Cumulative","DXXPT70X.Skip.to.Item"
"185.7 to 828.6","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
