"DXXPT20X.Code.or.Value","DXXPT20X.Value.Description","DXXPT20X.Count","DXXPT20X.Cumulative","DXXPT20X.Skip.to.Item"
"614 to 1194.7","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
