"DXXPT35X.Code.or.Value","DXXPT35X.Value.Description","DXXPT35X.Count","DXXPT35X.Cumulative","DXXPT35X.Skip.to.Item"
"68.4 to 618.6","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
