"SMQ840.Code.or.Value","SMQ840.Value.Description","SMQ840.Count","SMQ840.Cumulative","SMQ840.Skip.to.Item"
"1","Today",10,10,NA
"2","Yesterday",5,15,NA
"3","3 to 5 days ago",2,17,NA
"7","Refused",0,17,NA
"9","Don't know",0,17,NA
".","Missing",7352,7369,NA
