"DXXPT16Y.Code.or.Value","DXXPT16Y.Value.Description","DXXPT16Y.Count","DXXPT16Y.Cumulative","DXXPT16Y.Skip.to.Item"
"108.8 to 299.2","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
