"DXXPT45X.Code.or.Value","DXXPT45X.Value.Description","DXXPT45X.Count","DXXPT45X.Cumulative","DXXPT45X.Skip.to.Item"
"463.6 to 1053.4","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
