"DXXPT35Y.Code.or.Value","DXXPT35Y.Value.Description","DXXPT35Y.Count","DXXPT35Y.Cumulative","DXXPT35Y.Skip.to.Item"
"110.7 to 341.7","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
