"CBQ870.Code.or.Value","CBQ870.Value.Description","CBQ870.Count","CBQ870.Cumulative","CBQ870.Skip.to.Item"
"1","Yes",73,73,NA
"2","No",170,243,NA
"7","Refused",0,243,NA
"9","Don't know",0,243,NA
".","Missing",5021,5264,NA
