"AUXLR141.Code.or.Value","AUXLR141.Value.Description","AUXLR141.Count","AUXLR141.Cumulative","AUXLR141.Skip.to.Item"
"-89 to 66","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
