"DXXPT53X.Code.or.Value","DXXPT53X.Value.Description","DXXPT53X.Count","DXXPT53X.Cumulative","DXXPT53X.Skip.to.Item"
"392.8 to 1038.2","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
