"CBQ900.Code.or.Value","CBQ900.Value.Description","CBQ900.Count","CBQ900.Cumulative","CBQ900.Skip.to.Item"
"1","Yes",53,53,NA
"2","No",124,177,NA
"7","Refused",0,177,NA
"9","Don't know",0,177,NA
".","Missing",1868,2045,NA
