"DXXPT88X.Code.or.Value","DXXPT88X.Value.Description","DXXPT88X.Count","DXXPT88X.Cumulative","DXXPT88X.Skip.to.Item"
"117.9 to 757.8","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
