"DXXPT62Y.Code.or.Value","DXXPT62Y.Value.Description","DXXPT62Y.Count","DXXPT62Y.Cumulative","DXXPT62Y.Skip.to.Item"
"89 to 332.4","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
