"DXXPT72X.Code.or.Value","DXXPT72X.Value.Description","DXXPT72X.Count","DXXPT72X.Cumulative","DXXPT72X.Skip.to.Item"
"9.1 to 567.7","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
