"DXXPT66Y.Code.or.Value","DXXPT66Y.Value.Description","DXXPT66Y.Count","DXXPT66Y.Cumulative","DXXPT66Y.Skip.to.Item"
"39.6 to 226.3","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
