"AUXLR111.Code.or.Value","AUXLR111.Value.Description","AUXLR111.Count","AUXLR111.Cumulative","AUXLR111.Skip.to.Item"
"-73 to 64","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
