"DXXPT43Y.Code.or.Value","DXXPT43Y.Value.Description","DXXPT43Y.Count","DXXPT43Y.Cumulative","DXXPT43Y.Skip.to.Item"
"149.1 to 383.1","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
