"DXXPT52X.Code.or.Value","DXXPT52X.Value.Description","DXXPT52X.Count","DXXPT52X.Cumulative","DXXPT52X.Skip.to.Item"
"314.6 to 959.1","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
