"DXXPT1X.Code.or.Value","DXXPT1X.Value.Description","DXXPT1X.Count","DXXPT1X.Cumulative","DXXPT1X.Skip.to.Item"
"561.9 to 1140.8","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
