"DXXPT14Y.Code.or.Value","DXXPT14Y.Value.Description","DXXPT14Y.Count","DXXPT14Y.Cumulative","DXXPT14Y.Skip.to.Item"
"117 to 311.5","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
