"DXXPT68X.Code.or.Value","DXXPT68X.Value.Description","DXXPT68X.Count","DXXPT68X.Cumulative","DXXPT68X.Skip.to.Item"
"490.7 to 1071","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
