"AUXLR170.Code.or.Value","AUXLR170.Value.Description","AUXLR170.Count","AUXLR170.Cumulative","AUXLR170.Skip.to.Item"
"-25 to 61","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
