"DBQ301.Code.or.Value","DBQ301.Value.Description","DBQ301.Count","DBQ301.Cumulative","DBQ301.Skip.to.Item"
"1","Yes",56,56,NA
"2","No",1513,1569,NA
"7","Refused",1,1570,NA
"9","Don't know",0,1570,NA
".","Missing",8778,10348,NA
