"DXXPT34X.Code.or.Value","DXXPT34X.Value.Description","DXXPT34X.Count","DXXPT34X.Cumulative","DXXPT34X.Skip.to.Item"
"37.7 to 496.9","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
