"AUXRR141.Code.or.Value","AUXRR141.Value.Description","AUXRR141.Count","AUXRR141.Cumulative","AUXRR141.Skip.to.Item"
"-59 to 58","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
