"AUXRR134.Code.or.Value","AUXRR134.Value.Description","AUXRR134.Count","AUXRR134.Cumulative","AUXRR134.Skip.to.Item"
"-59 to 68","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
