"DXXPT94X.Code.or.Value","DXXPT94X.Value.Description","DXXPT94X.Count","DXXPT94X.Cumulative","DXXPT94X.Skip.to.Item"
"318.7 to 957.5","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
