"DXXPT30Y.Code.or.Value","DXXPT30Y.Value.Description","DXXPT30Y.Count","DXXPT30Y.Cumulative","DXXPT30Y.Skip.to.Item"
"46.6 to 235.3","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
