"RHQ320.Code.or.Value","RHQ320.Value.Description","RHQ320.Count","RHQ320.Cumulative","RHQ320.Skip.to.Item"
"1","Same time",262,262,""
"2","Different times",26,288,"RHQ340"
"7","Refused",0,288,"RHQ355"
"9","Don't know",1,289,"RHQ355"
".","Missing",3275,3564,""
