"DXXPT6Y.Code.or.Value","DXXPT6Y.Value.Description","DXXPT6Y.Count","DXXPT6Y.Cumulative","DXXPT6Y.Skip.to.Item"
"95.7 to 319.9","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
