"AUXLR263.Code.or.Value","AUXLR263.Value.Description","AUXLR263.Count","AUXLR263.Cumulative","AUXLR263.Skip.to.Item"
"-28 to 51","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
