"DXXPT57X.Code.or.Value","DXXPT57X.Value.Description","DXXPT57X.Count","DXXPT57X.Cumulative","DXXPT57X.Skip.to.Item"
"147.7 to 787.7","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
