"DXXPT79Y.Code.or.Value","DXXPT79Y.Value.Description","DXXPT79Y.Count","DXXPT79Y.Cumulative","DXXPT79Y.Skip.to.Item"
"132.2 to 365.2","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
