"DXXPT68Y.Code.or.Value","DXXPT68Y.Value.Description","DXXPT68Y.Count","DXXPT68Y.Cumulative","DXXPT68Y.Skip.to.Item"
"56.1 to 274.6","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
