"DXXPT4X.Code.or.Value","DXXPT4X.Value.Description","DXXPT4X.Count","DXXPT4X.Cumulative","DXXPT4X.Skip.to.Item"
"160 to 811.5","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
