"DXXPT13Y.Code.or.Value","DXXPT13Y.Value.Description","DXXPT13Y.Count","DXXPT13Y.Cumulative","DXXPT13Y.Skip.to.Item"
"108 to 296.5","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
