"AUXRR248.Code.or.Value","AUXRR248.Value.Description","AUXRR248.Count","AUXRR248.Cumulative","AUXRR248.Skip.to.Item"
"-24 to 36","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
