"DXXPT43X.Code.or.Value","DXXPT43X.Value.Description","DXXPT43X.Count","DXXPT43X.Cumulative","DXXPT43X.Skip.to.Item"
"461.7 to 1053.8","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
