"WTSPH45.Code.or.Value","WTSPH45.Value.Description","WTSPH45.Count","WTSPH45.Cumulative","WTSPH45.Skip.to.Item"
"0.0000000 to 717399.1618200","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
