"DXXPT57X.Code.or.Value","DXXPT57X.Value.Description","DXXPT57X.Count","DXXPT57X.Cumulative","DXXPT57X.Skip.to.Item"
"214.8 to 857.6","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
