"DXXPT43Y.Code.or.Value","DXXPT43Y.Value.Description","DXXPT43Y.Count","DXXPT43Y.Cumulative","DXXPT43Y.Skip.to.Item"
"152.1 to 383.4","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
