"DXXPT51Y.Code.or.Value","DXXPT51Y.Value.Description","DXXPT51Y.Count","DXXPT51Y.Cumulative","DXXPT51Y.Skip.to.Item"
"64.8 to 303.6","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
