"DXXPT67Y.Code.or.Value","DXXPT67Y.Value.Description","DXXPT67Y.Count","DXXPT67Y.Cumulative","DXXPT67Y.Skip.to.Item"
"44.2 to 225.3","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
