"DXXPT85Y.Code.or.Value","DXXPT85Y.Value.Description","DXXPT85Y.Count","DXXPT85Y.Cumulative","DXXPT85Y.Skip.to.Item"
"117.4 to 352.9","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
