"DXXPT83X.Code.or.Value","DXXPT83X.Value.Description","DXXPT83X.Count","DXXPT83X.Cumulative","DXXPT83X.Skip.to.Item"
"578.1 to 1155","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
