"DXXPT10X.Code.or.Value","DXXPT10X.Value.Description","DXXPT10X.Count","DXXPT10X.Cumulative","DXXPT10X.Skip.to.Item"
"576.5 to 1154.5","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
