"OHQ420.Code.or.Value","OHQ420.Value.Description","OHQ420.Count","OHQ420.Cumulative","OHQ420.Skip.to.Item"
"1","Yes",956,956,NA
"2","No",83,1039,NA
"7","Refused",0,1039,NA
"9","Don't know",0,1039,NA
".","Missing",7808,8847,NA
