"DXXPT86Y.Code.or.Value","DXXPT86Y.Value.Description","DXXPT86Y.Count","DXXPT86Y.Cumulative","DXXPT86Y.Skip.to.Item"
"68.9 to 302.1","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
