"DXXPT12Y.Code.or.Value","DXXPT12Y.Value.Description","DXXPT12Y.Count","DXXPT12Y.Cumulative","DXXPT12Y.Skip.to.Item"
"42.1 to 260.8","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
