"AUXLR104.Code.or.Value","AUXLR104.Value.Description","AUXLR104.Count","AUXLR104.Cumulative","AUXLR104.Skip.to.Item"
"-68 to 75","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
