"DXXPT1Y.Code.or.Value","DXXPT1Y.Value.Description","DXXPT1Y.Count","DXXPT1Y.Cumulative","DXXPT1Y.Skip.to.Item"
"112.8 to 292.3","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
