"DXXPT94X.Code.or.Value","DXXPT94X.Value.Description","DXXPT94X.Count","DXXPT94X.Cumulative","DXXPT94X.Skip.to.Item"
"577.9 to 1155.4","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
