"DXXPT63Y.Code.or.Value","DXXPT63Y.Value.Description","DXXPT63Y.Count","DXXPT63Y.Cumulative","DXXPT63Y.Skip.to.Item"
"71.2 to 306.5","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
