"DXXPT53X.Code.or.Value","DXXPT53X.Value.Description","DXXPT53X.Count","DXXPT53X.Cumulative","DXXPT53X.Skip.to.Item"
"106.1 to 743.7","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
