"DXXPT69X.Code.or.Value","DXXPT69X.Value.Description","DXXPT69X.Count","DXXPT69X.Cumulative","DXXPT69X.Skip.to.Item"
"-26 to 433.3","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
