"WTSPH07.Code.or.Value","WTSPH07.Value.Description","WTSPH07.Count","WTSPH07.Cumulative","WTSPH07.Skip.to.Item"
"0.0000000 to 768135.8023000","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
