"RHQ584.Code.or.Value","RHQ584.Value.Description","RHQ584.Count","RHQ584.Cumulative","RHQ584.Skip.to.Item"
"1","Yes",13,13,NA
"2","No",28,41,NA
"7","Refused",0,41,NA
"9","Don't know",1,42,NA
".","Missing",3256,3298,NA
