"CIQD013.Code.or.Value","CIQD013.Value.Description","CIQD013.Count","CIQD013.Cumulative","CIQD013.Skip.to.Item"
"1","Yes",10,10,"CIQD019"
"2","No",3,13,"CIQD019"
"7","Refuse",0,13,"CIQD019"
"9","Don't know",0,13,"CIQD019"
".","Missing",915,928,""
