"DXXPT66Y.Code.or.Value","DXXPT66Y.Value.Description","DXXPT66Y.Count","DXXPT66Y.Cumulative","DXXPT66Y.Skip.to.Item"
"65.6 to 305.4","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
